appid,name,developer,release_date,genre,genre_code,price,total_reviews,positive_ratio,avg_playtime_mins,peak_players,metacritic_score,developer_bio,platforms
100603,Hollow Requiem Reborn,Moonlight Games,08/02/2019,Strategy,3,63.8707,402,60.38,1424,314,NA,Building the future of interactive entertainment.,1
100604,Solar Harbinger Reborn,PixelForge,28/08/2022,Puzzle,5,37.5435,574,68.27,378,610,NA,Building the future of interactive entertainment.,3
100605,Lone Vanguard,Neon Arc,27/07/2018,RPG,2,35.4683,342,67.3,911,85,64.4,Veterans from AAA studios going indie.,2
100606,Fallen Bastion (41),thunderbyte,15/09/2020,Simulation,4,39.4854,527,88.14,1330,294,54.9,NA,1
100607,Swift Labyrinth,PIXELFORGE,15/03/2022,Action,1,58.6009,816,78.98,816,736,NA,Building the future of interactive entertainment.,3
100608,Lost Bastion III,PixelForge,16/10/2024,Action,1,0,791,54.99,481,232,74.2,NA,3
100609,Lunar Requiem,CrystalDawn,27/05/2022,Puzzle,5,0,577,70.55,669,122,NA,"Small team, big dreams. Making games since 2015.",1
100610,Radiant Siege Origins,SilverLeaf,18/12/2021,Simulation,4,52.505,0,93.56,1070,276,82.6,Passionate about narrative-driven experiences.,2
100611,Forsaken Cipher,SilverLeaf,21/04/2022,RPG,2,0,303,51.35,574,179,48.4,Building the future of interactive entertainment.,2
100612,Neon Legends Origins,Neon Arc,17/05/2021,Strategy,3,56.5905,1419,97.44,197,108,NA,NA,3
100613,Frozen Nexus,SilverLeaf,26/01/2022,Action,1,44.9116,185,61.71,809,623,40.5,NA,2
100614,Burning Exodus,PixelForge,17/05/2020,Puzzle,5,32.8113,743,52.02,408,577,NA,We make games that push boundaries.,1
100615,Savage Revenant (42),RedKite,08/10/2019,Action,1,49.8795,1479,89.99,783,267,NA,NA,3
100616,Savage Revenant Reborn,Moonlight Games,18/02/2020,Puzzle,5,52.5007,598,75.23,468,289,61.1,We make games that push boundaries.,1
100617,Savage Dynasty,PixelForge,25/07/2022,Action,1,46.2146,483,84.6,192,521,95.4,NA,2
100618,Frozen Revenant,SilverLeaf,13/02/2021,Simulation,4,22.1434,0,81.55,336,257,NA,We make games that push boundaries.,1
100619,Fallen Oblivion Origins,Moonlight Games,26/02/2019,Puzzle,5,0,849,64.38,671,175,98.2,NA,2
100620,Lone Revenant,IronGate Studios,21/10/2019,Strategy,3,0,716,63.14,129,13,74.1,Focused on player agency and emergent gameplay.,2
100621,Steel Remnants II,IronGate Studios,11/06/2018,RPG,2,53.1811,946,92.62,409,310,73.3,Passionate about narrative-driven experiences.,1
100622,Radiant Genesis Redux,IronGate Studios,10/04/2024,Simulation,4,53.695,925,86.8,348,366,73.9,Passionate about narrative-driven experiences.,1
100623,Rogue Dominion Origins,THUNDERBYTE,22/12/2018,Action,1,51.5212,901,79.34,516,407,81.3,Building the future of interactive entertainment.,2
100624,Noble Fortress Origins,ThunderByte,14/01/2020,Action,1,35.3739,557,83.62,537,220,54.9,We make games that push boundaries.,1
100625,Shadow Legends (43),PixelForge,18/03/2022,Action,1,47.4308,263,78.12,272,325,NA,Building the future of interactive entertainment.,1
100626,Silent Solstice,NEON ARC,27/06/2023,Strategy,3,75.6287,788,96.93,188,514,72.8,Our mission: games that matter.,3
100627,Wild Paragon Redux,moonlight games,20/11/2019,Simulation,4,0,537,50.9,546,141,56.1,NA,3
100628,Savage Bastion Redux,SilverLeaf,01/05/2022,Strategy,3,63.6998,677,99.45,727,346,49.4,"Small team, big dreams. Making games since 2015.",2
100629,Burning Dominion Redux,Moonlight Games,24/10/2018,Strategy,3,55.3069,911,51.86,626,330,NA,NA,2
100630,Noble Realm Redux,CrystalDawn,03/06/2020,RPG,2,54.3394,993,94.12,361,162,NA,"Small team, big dreams. Making games since 2015.",2
100631,Cursed Revenant,CrystalDawn,23/01/2023,Strategy,3,0,1134,94.83,1120,62,NA,NA,1
100632,Crystal Labyrinth,CrystalDawn,28/02/2019,Action,1,0,598,77.5,1412,166,71.7,Passionate about narrative-driven experiences.,2
100633,Infinite Protocol II,Neon Arc,29/09/2023,RPG,2,51.3022,0,73.44,523,473,42.8,Veterans from AAA studios going indie.,3
100634,Solar Paragon Redux,PixelForge,04/10/2018,Action,1,38.6113,716,54.7,472,164,87.6,NA,1
100635,Phantom Bastion Origins,redkite,10/09/2024,RPG,2,48.9538,566,52.47,895,443,68.8,"Small team, big dreams. Making games since 2015.",1
100636,Fallen Chronicles (44),RedKite,17/11/2022,Action,1,37.9334,0,68.68,431,363,82.2,Creating unique worlds one pixel at a time.,1
100637,Rising Protocol,SilverLeaf,14/02/2018,Strategy,3,57.5426,0,64.62,364,287,90.4,We make games that push boundaries.,3
100638,Wild Abyss Redux,PixelForge,26/12/2020,Action,1,59.6759,686,86.2,756,359,72.2,NA,3
100639,Iron Tempest,IronGate Studios,16/12/2024,Action,1,29.4996,507,51.57,1118,207,50.7,Focused on player agency and emergent gameplay.,3
100640,Lone Zenith,RedKite,17/04/2023,Simulation,4,44.8266,337,78.54,322,206,47.1,NA,2
100641,Crimson Covenant,SilverLeaf,31/01/2024,Simulation,4,64.3259,765,84.91,1010,224,NA,Building the future of interactive entertainment.,3
100642,Golden Vendetta Origins,PixelForge,28/03/2018,RPG,2,57.0847,383,73,394,239,86.5,Our mission: games that matter.,2
100643,Infinite Catalyst,SilverLeaf,12/04/2020,Simulation,4,46.8023,0,86,185,233,76.5,Creating unique worlds one pixel at a time.,2
100644,Dire Abyss II,ThunderByte,15/12/2023,Puzzle,5,55.1947,940,74.6,176,80,56.1,Award-winning indie studio based in Melbourne.,2
100645,Crystal Frontier III,ThunderByte,03/08/2022,RPG,2,56.4456,1140,80.63,84,518,59.2,We make games that push boundaries.,2
100646,Burning Chronicles,IRONGATE STUDIOS,06/11/2022,Puzzle,5,32.5161,529,84.89,426,130,81.3,NA,1
100647,Storm Horizon III (45),CrystalDawn,26/04/2021,Action,1,0,1143,68.76,1969,290,44.3,We make games that push boundaries.,2
100648,Fallen Covenant,PixelForge,26/06/2018,Strategy,3,48.7519,942,69.01,268,258,NA,Veterans from AAA studios going indie.,1
100649,Crimson Labyrinth Reborn,RedKite,02/11/2023,Simulation,4,48.7642,356,93.13,383,594,94.1,NA,2
100650,Iron Tempest (46),irongate studios,28/03/2019,Puzzle,5,42.1467,240,66.53,270,384,69.3,Award-winning indie studio based in Melbourne.,2
100651,Stellar Ascension,neon arc,23/01/2022,Action,1,47.6701,376,76.29,1195,428,NA,NA,3
100652,Swift Oblivion Origins,CrystalDawn,31/08/2024,Puzzle,5,42.9387,780,89.83,478,307,69.1,Veterans from AAA studios going indie.,1
100653,Silent Siege III,SILVERLEAF,02/07/2020,RPG,2,58.9765,424,61.78,498,298,NA,NA,3
100654,Shattered Catalyst Redux,ThunderByte,22/09/2023,Action,1,39.4347,571,89.47,1448,336,NA,Three friends who quit their jobs to make games.,1
100655,Hollow Fortress,RedKite,04/03/2023,RPG,2,50.4781,732,54.62,1053,280,63.4,NA,1
100656,Golden Solstice,IRONGATE STUDIOS,25/09/2018,RPG,2,64.2198,635,95.6,575,168,59,NA,2
100657,Twisted Tempest (47),PixelForge,22/01/2018,RPG,2,65.6888,752,55.02,417,201,90.3,Passionate about narrative-driven experiences.,2
100658,Dire Realm Reborn,CrystalDawn,15/05/2022,Puzzle,5,49.7763,432,87.57,322,482,61.4,Three friends who quit their jobs to make games.,3
100659,Broken Horizon,Moonlight Games,25/05/2024,Action,1,32.3697,169,60.63,104,82,41.4,Building the future of interactive entertainment.,2
100660,Crimson Odyssey (48),IronGate Studios,29/04/2021,RPG,2,0,273,65.55,943,371,52.6,Passionate about narrative-driven experiences.,1
100661,Burning Crusade (49),CrystalDawn,27/02/2021,Puzzle,5,69.8275,604,77.74,377,476,65.7,NA,3
100662,Twisted Catalyst III,IronGate Studios,08/05/2024,Puzzle,5,43.0537,262,99.9,460,208,94.9,Our mission: games that matter.,2
100663,Solar Bastion,Moonlight Games,23/07/2024,Strategy,3,37.5656,387,70.53,523,162,NA,NA,1
100664,Crimson Siege Reborn,SilverLeaf,24/07/2021,Action,1,56.8258,1455,86.07,591,407,51,Passionate about narrative-driven experiences.,3
100665,Broken Tempest II,CrystalDawn,23/03/2022,Action,1,41.8025,0,90.91,158,648,53.7,"Small team, big dreams. Making games since 2015.",1
100666,Dire Labyrinth Origins,SilverLeaf,02/10/2022,Strategy,3,0,369,74.51,414,443,96.9,Veterans from AAA studios going indie.,1
100667,Noble Nexus III,irongate studios,29/11/2018,Simulation,4,56.3977,391,70.17,550,268,50.2,Creating unique worlds one pixel at a time.,1
100668,Grand Paragon,IronGate Studios,02/10/2021,Simulation,4,58.6174,319,98.16,234,865,76.7,Building the future of interactive entertainment.,1
100669,Burning Protocol,CrystalDawn,26/07/2018,Action,1,0,425,89.12,540,218,51.6,NA,2
100670,Neon Legacy,IronGate Studios,17/06/2023,Action,1,38.3199,268,86.5,170,389,41.6,NA,1
100671,Savage Odyssey III,ThunderByte,09/03/2018,Strategy,3,0,638,92.3,742,251,77.8,Creating unique worlds one pixel at a time.,1
100672,Wild Inferno II,MOONLIGHT GAMES,27/07/2019,Strategy,3,47.9739,637,62.03,194,579,55.9,Passionate about narrative-driven experiences.,1
100673,Storm Chronicles Reborn,Moonlight Games,12/08/2024,Action,1,0,344,75.67,166,259,64,Building the future of interactive entertainment.,1
100674,Steel Remnants Redux,SilverLeaf,28/10/2020,RPG,2,60.0606,603,61.03,628,276,86.8,Award-winning indie studio based in Melbourne.,2
100675,Shattered Zenith Reborn,SilverLeaf,14/04/2022,RPG,2,49.9326,573,78,228,606,81,NA,1
100676,Solar Cipher Redux,ThunderByte,17/01/2020,Strategy,3,57.0437,462,96.61,462,166,74.7,Three friends who quit their jobs to make games.,3
100677,Lunar Nexus (50),RedKite,07/06/2020,Puzzle,5,48.9252,0,60.15,1483,456,78.1,Passionate about narrative-driven experiences.,1
100678,Forsaken Eclipse Redux (51),Moonlight Games,30/05/2023,Strategy,3,51.3243,399,86.69,541,195,62.2,Creating unique worlds one pixel at a time.,1
100679,Lost Frontier,PixelForge,27/03/2019,Action,1,57.7572,467,80.27,574,48,54.8,NA,1
100680,Broken Revenant III,Neon Arc,01/01/2020,Strategy,3,56.951,0,64.22,279,250,NA,NA,1
100681,Dark Legends III,crystaldawn,24/07/2020,Simulation,4,43.7821,290,76.22,672,586,92.4,NA,1
100682,Phantom Legends,RedKite,09/05/2021,Simulation,4,49.8654,341,92.72,537,349,62.4,Our mission: games that matter.,3
100683,Lone Zenith (52),ThunderByte,01/12/2021,RPG,2,47.3346,590,81.19,390,134,93.3,Creating unique worlds one pixel at a time.,2
100684,Dark Covenant,CrystalDawn,22/08/2020,RPG,2,45.4941,566,65.62,263,85,79,NA,1
100685,Rogue Zenith (53),RedKite,01/11/2024,Strategy,3,0,1227,97.23,1288,268,51.5,NA,1
100686,Silent Eclipse,thunderbyte,03/06/2021,Action,1,50.2969,521,83.83,1632,363,NA,Building the future of interactive entertainment.,2
100687,Burning Crusade (54),SilverLeaf,01/09/2019,Simulation,4,35.3036,1277,66.22,357,129,NA,NA,1
100688,Noble Genesis Origins,Moonlight Games,10/11/2022,Simulation,4,44.8138,369,50.31,739,133,NA,Veterans from AAA studios going indie.,2
100689,Shadow Eclipse Redux,CrystalDawn,17/11/2024,Puzzle,5,35.6577,0,80.06,369,134,NA,Creating unique worlds one pixel at a time.,2
100690,Phantom Harbinger II,SilverLeaf,01/02/2018,Strategy,3,61.6384,741,60.8,926,387,NA,Veterans from AAA studios going indie.,2
100691,Infinite Harbinger Reborn,Moonlight Games,18/06/2020,Puzzle,5,48.5381,474,71.91,297,417,NA,NA,3
100692,Forsaken Abyss Origins,Neon Arc,19/05/2021,RPG,2,54.21,266,73.26,664,342,NA,NA,1
100693,Frozen Odyssey Origins,ThunderByte,12/04/2023,Simulation,4,49.9265,1185,55.07,622,206,72.2,Veterans from AAA studios going indie.,3
100694,Rising Dominion,moonlight games,06/11/2022,Action,1,48.8556,462,94.21,1438,285,55.2,Passionate about narrative-driven experiences.,2
100695,Wild Paragon III,CrystalDawn,03/05/2022,Puzzle,5,38.1466,769,60.26,652,389,NA,Creating unique worlds one pixel at a time.,1
100696,Broken Bastion II,SilverLeaf,27/02/2020,RPG,2,0,207,95.46,856,164,73.6,"Small team, big dreams. Making games since 2015.",2
100697,Swift Fortress,SilverLeaf,06/08/2018,RPG,2,62.6704,657,56.99,1380,214,NA,Creating unique worlds one pixel at a time.,1
100698,Solar Architect,SilverLeaf,05/06/2019,Strategy,3,0,825,67.6,110,743,NA,NA,2
100699,Grand Dynasty Origins,PixelForge,13/07/2018,Strategy,3,40.2988,747,57.98,264,214,82.3,Passionate about narrative-driven experiences.,3
100700,Lunar Wanderer Reborn,SilverLeaf,11/04/2022,Action,1,0,687,57.72,588,440,61.3,Creating unique worlds one pixel at a time.,1
100701,Ancient Abyss (55),Moonlight Games,19/08/2018,Puzzle,5,0,908,54.46,210,231,40.3,NA,2
100702,Ethereal Cipher,CRYSTALDAWN,29/07/2020,Action,1,35.8922,1177,88.43,470,168,80.3,Building the future of interactive entertainment.,1
100703,Dire Odyssey Redux,ThunderByte,10/07/2021,Simulation,4,0,398,68.25,779,300,80.4,Three friends who quit their jobs to make games.,1
100704,Iron Apex (56),ThunderByte,21/06/2018,Action,1,40.6447,1766,62.09,607,557,95.6,Building the future of interactive entertainment.,1
100705,Golden Fortress Reborn (57),Moonlight Games,14/04/2022,Strategy,3,47.2065,351,83.21,1081,441,NA,Creating unique worlds one pixel at a time.,2
100706,Noble Dynasty III,Moonlight Games,28/04/2023,Action,1,42.4577,640,71.16,129,124,77.4,Building the future of interactive entertainment.,1
100707,Burning Fortress,Moonlight Games,17/02/2022,Action,1,55.8849,879,72.14,415,388,NA,We make games that push boundaries.,2
100708,Lost Harbinger,Moonlight Games,11/08/2020,Action,1,41.6871,503,60.56,1110,348,57.6,Creating unique worlds one pixel at a time.,3
100709,Iron Bastion Origins,CrystalDawn,06/10/2024,Action,1,47.0558,394,88.65,319,143,88.3,Building the future of interactive entertainment.,2
100710,Rogue Labyrinth (58),IRONGATE STUDIOS,22/11/2020,Strategy,3,51.4622,499,77.47,340,244,57,NA,2
100711,Ancient Paragon II,MOONLIGHT GAMES,06/10/2023,Puzzle,5,0,421,86.94,1233,53,NA,We make games that push boundaries.,1
100712,Twisted Architect,Moonlight Games,24/11/2024,Action,1,47.7506,457,53.27,1067,238,61.4,Creating unique worlds one pixel at a time.,3
100713,Golden Zenith,IronGate Studios,18/10/2022,Action,1,0,356,50.54,389,429,99,Veterans from AAA studios going indie.,2
100714,Primal Nexus Reborn,Moonlight Games,06/04/2023,Action,1,0,276,70.18,1719,141,92.6,NA,1
100715,Dark Remnants (59),IronGate Studios,22/12/2018,Action,1,54.8715,279,90.63,170,428,NA,Award-winning indie studio based in Melbourne.,2
100716,Burning Fortress Origins,IronGate Studios,13/06/2021,Action,1,27.381,230,89.46,681,243,75.5,Our mission: games that matter.,1
100717,Lunar Covenant II,PixelForge,01/01/2021,Strategy,3,0,626,93.36,267,159,NA,Creating unique worlds one pixel at a time.,3
100718,Stellar Vanguard III,Moonlight Games,28/10/2020,Strategy,3,34.6351,0,65.37,1306,458,83.7,We make games that push boundaries.,2
100719,Lone Vanguard Reborn,IronGate Studios,22/01/2020,RPG,2,44.3258,689,94.27,462,102,45.1,Award-winning indie studio based in Melbourne.,1
100720,Noble Crusade II,redkite,12/02/2021,Action,1,46.1809,547,89.75,590,500,48.1,Three friends who quit their jobs to make games.,3
100721,Dire Odyssey Reborn,ThunderByte,16/05/2018,RPG,2,55.878,203,54.75,694,182,91.7,"Small team, big dreams. Making games since 2015.",2
100722,Mystic Dynasty II,RedKite,16/05/2024,RPG,2,67.3345,1222,82.39,544,393,NA,We make games that push boundaries.,3
100723,Forsaken Exodus,PixelForge,11/01/2024,Simulation,4,53.8256,609,71.62,632,377,NA,We make games that push boundaries.,2
100724,Noble Cipher II,PixelForge,20/07/2021,Simulation,4,47.0064,234,80.96,378,249,NA,NA,1
100725,Ancient Ascension,Neon Arc,30/11/2018,Action,1,64.2123,0,67.32,914,204,98.2,Our mission: games that matter.,3
100726,Forsaken Remnants II,RedKite,23/04/2018,Simulation,4,55.0113,1080,68.8,224,349,NA,NA,2
100727,Rising Eclipse,RedKite,30/06/2024,Simulation,4,53.1127,0,74.51,343,189,NA,NA,2
100728,Twisted Odyssey II,RedKite,28/11/2020,RPG,2,71.1804,414,70.15,524,496,56.8,Veterans from AAA studios going indie.,2
100729,Broken Wanderer,Neon Arc,14/11/2022,Strategy,3,52.165,0,94.32,454,347,83.1,NA,2
100730,Burning Crusade (60),PixelForge,08/03/2022,Strategy,3,58.1113,0,90.28,657,283,69.4,Focused on player agency and emergent gameplay.,1
100731,Rogue Vanguard III,MOONLIGHT GAMES,14/08/2023,RPG,2,54.3649,293,79.61,522,146,53.2,NA,3
100732,Frozen Cipher,IronGate Studios,09/07/2020,Action,1,59.7139,661,68.72,405,266,82.7,Focused on player agency and emergent gameplay.,2
100733,Grand Eclipse,Neon Arc,26/04/2018,Puzzle,5,39.6566,0,87.22,760,220,83.4,Our mission: games that matter.,1
100734,Shattered Crusade (61),Neon Arc,07/12/2020,RPG,2,0,384,50.03,1080,590,NA,NA,1
100735,Solar Odyssey,RedKite,14/06/2018,Action,1,61.6105,577,83.07,305,358,75.6,NA,2
100736,Silent Apex II,Neon Arc,04/07/2020,Puzzle,5,44.4486,456,90.4,534,176,NA,We make games that push boundaries.,2
100737,Burning Exodus (62),Moonlight Games,25/07/2024,Action,1,47.5235,314,80.1,440,199,86.9,NA,1
100738,Noble Eclipse,CrystalDawn,02/01/2019,Puzzle,5,0,1027,62.11,251,111,NA,Creating unique worlds one pixel at a time.,2
100739,Stellar Catalyst,SilverLeaf,21/07/2020,Strategy,3,0,0,80.21,625,83,80.2,NA,3
100740,Radiant Eclipse III,neon arc,07/05/2024,Puzzle,5,47.6475,1351,96.99,447,139,55.4,Three friends who quit their jobs to make games.,3
100741,Rogue Catalyst II,RedKite,18/09/2019,RPG,2,57.6543,454,91.49,242,238,65.1,Award-winning indie studio based in Melbourne.,2
100742,Twisted Labyrinth Redux,IronGate Studios,03/03/2023,Action,1,40.1386,635,94.83,643,444,94,NA,2
100743,Iron Revenant Reborn,SilverLeaf,29/06/2020,RPG,2,38.8484,618,50.98,549,171,44.6,Veterans from AAA studios going indie.,1
100744,Cursed Tempest Redux,IronGate Studios,27/06/2018,Strategy,3,58.7408,1050,72.75,386,285,57.6,NA,3
100745,Radiant Legends Origins,PixelForge,05/08/2023,Puzzle,5,40.945,432,58.59,548,88,92.8,"Small team, big dreams. Making games since 2015.",1
100746,Silent Labyrinth II,Neon Arc,24/01/2023,Puzzle,5,0,589,62.47,78,566,77.7,Three friends who quit their jobs to make games.,1
100747,Fallen Frontier Reborn,CrystalDawn,12/09/2024,Simulation,4,0,101,61.89,525,222,86.4,Award-winning indie studio based in Melbourne.,2
100748,Hollow Crusade Redux,SilverLeaf,06/10/2022,Action,1,58.3434,908,56.2,897,373,62.8,Focused on player agency and emergent gameplay.,2
100749,Swift Wanderer,PixelForge,16/01/2024,Puzzle,5,38.0062,715,67.98,388,259,50.1,Passionate about narrative-driven experiences.,2
100750,Neon Legacy (63),CrystalDawn,12/02/2021,Puzzle,5,37.848,766,98.38,761,543,81.8,Award-winning indie studio based in Melbourne.,2
100751,Storm Labyrinth (64),PixelForge,13/10/2021,Simulation,4,41.502,351,80.77,395,517,59.2,NA,2
100752,Infinite Inferno Redux,IronGate Studios,09/11/2024,RPG,2,45.1431,787,95.52,1297,312,65.7,Three friends who quit their jobs to make games.,2
100753,Hollow Siege Reborn,ThunderByte,11/06/2020,RPG,2,0,689,81.12,444,89,77.4,Award-winning indie studio based in Melbourne.,1
100754,Phantom Remnants III,CrystalDawn,10/10/2021,Puzzle,5,39.9382,240,76.24,623,448,92,Creating unique worlds one pixel at a time.,1
100755,Shattered Solstice,ThunderByte,08/05/2024,Simulation,4,40.4035,1133,72.19,591,100,60.3,Passionate about narrative-driven experiences.,2
100756,Mystic Vanguard Origins,ThunderByte,04/04/2020,Simulation,4,48.5254,453,74.59,363,221,98.8,Three friends who quit their jobs to make games.,2
100757,Crimson Siege,Moonlight Games,09/02/2022,Action,1,39.1336,485,80.91,882,451,50,We make games that push boundaries.,1
100758,Shattered Bastion,PixelForge,19/08/2024,Simulation,4,34.9306,630,71.36,209,193,79.6,We make games that push boundaries.,1
100759,Primal Sanctum Redux,ThunderByte,24/12/2018,Strategy,3,58.0903,671,93.44,866,215,NA,We make games that push boundaries.,1
100760,Ethereal Wanderer,PixelForge,10/03/2024,Strategy,3,48.857,387,83.33,822,531,75.9,NA,3
100761,Shattered Dynasty III (65),IronGate Studios,04/06/2023,Puzzle,5,43.5442,424,58.11,740,89,89.3,Building the future of interactive entertainment.,1
100762,Crimson Vendetta,SilverLeaf,23/11/2021,RPG,2,47.6749,487,52.4,601,415,42.5,NA,3
100763,Shattered Eclipse Origins,ThunderByte,29/07/2024,Puzzle,5,39.3598,644,74.46,444,169,41.9,Our mission: games that matter.,2
